team_name,champion_name,bans_against,total_games,ban_rate
NAVI,Alistar,3,6,0.5
NAVI,Neeko,2,6,0.3333333333333333
NAVI,Qiyana,2,6,0.3333333333333333
NAVI,Malphite,2,6,0.3333333333333333
NAVI,K'Sante,2,6,0.3333333333333333
NAVI,Poppy,1,6,0.16666666666666666
NAVI,Pantheon,1,6,0.16666666666666666
NAVI,Varus,1,6,0.16666666666666666
NAVI,Braum,1,6,0.16666666666666666
NAVI,Rumble,1,6,0.16666666666666666
NAVI,Jax,1,6,0.16666666666666666
NAVI,Rakan,1,6,0.16666666666666666
NAVI,Yunara,1,6,0.16666666666666666
NAVI,Sylas,1,6,0.16666666666666666
NAVI,Wukong,1,6,0.16666666666666666
NAVI,Jayce,1,6,0.16666666666666666
NAVI,Xin Zhao,1,6,0.16666666666666666
NAVI,Bard,1,6,0.16666666666666666
NAVI,Azir,1,6,0.16666666666666666
NAVI,Orianna,1,6,0.16666666666666666
NAVI,Gwen,1,6,0.16666666666666666
NAVI,Sion,1,6,0.16666666666666666
NAVI,Akali,1,6,0.16666666666666666
NAVI,Renekton,1,6,0.16666666666666666
NIP,Neeko,11,14,0.7857142857142857
NIP,Jayce,7,14,0.5
NIP,Malphite,6,14,0.42857142857142855
NIP,Rumble,5,14,0.35714285714285715
NIP,Nautilus,3,14,0.21428571428571427
NIP,Wukong,3,14,0.21428571428571427
NIP,Ambessa,3,14,0.21428571428571427
NIP,Kai'Sa,3,14,0.21428571428571427
NIP,Renata Glasc,2,14,0.14285714285714285
NIP,Sivir,2,14,0.14285714285714285
NIP,Yunara,2,14,0.14285714285714285
NIP,Gwen,2,14,0.14285714285714285
NIP,Vi,2,14,0.14285714285714285
NIP,Poppy,2,14,0.14285714285714285
NIP,Alistar,2,14,0.14285714285714285
NIP,Miss Fortune,2,14,0.14285714285714285
NIP,Thresh,1,14,0.07142857142857142
NIP,Qiyana,1,14,0.07142857142857142
NIP,Gnar,1,14,0.07142857142857142
NIP,Karma,1,14,0.07142857142857142
NIP,Ahri,1,14,0.07142857142857142
NIP,Sylas,1,14,0.07142857142857142
NIP,Aphelios,1,14,0.07142857142857142
NIP,Orianna,1,14,0.07142857142857142
NIP,Renekton,1,14,0.07142857142857142
NIP,Corki,1,14,0.07142857142857142
NIP,Seraphine,1,14,0.07142857142857142
NIP,Jarvan IV,1,14,0.07142857142857142
NIP,Pantheon,1,14,0.07142857142857142
NS,Rumble,9,15,0.6
NS,Jayce,9,15,0.6
NS,Orianna,7,15,0.4666666666666667
NS,Varus,6,15,0.4
NS,Alistar,3,15,0.2
NS,Azir,3,15,0.2
NS,Nautilus,3,15,0.2
NS,Jarvan IV,2,15,0.13333333333333333
NS,Nocturne,2,15,0.13333333333333333
NS,Xin Zhao,2,15,0.13333333333333333
NS,Gwen,2,15,0.13333333333333333
NS,Malphite,2,15,0.13333333333333333
NS,Poppy,2,15,0.13333333333333333
NS,Renekton,2,15,0.13333333333333333
NS,Ambessa,2,15,0.13333333333333333
NS,Leona,2,15,0.13333333333333333
NS,Neeko,1,15,0.06666666666666667
NS,Miss Fortune,1,15,0.06666666666666667
NS,Vi,1,15,0.06666666666666667
NS,Braum,1,15,0.06666666666666667
NS,Lulu,1,15,0.06666666666666667
NS,Wukong,1,15,0.06666666666666667
NS,Pantheon,1,15,0.06666666666666667
NS,Ezreal,1,15,0.06666666666666667
NS,Lucian,1,15,0.06666666666666667
NS,Sylas,1,15,0.06666666666666667
NS,Aphelios,1,15,0.06666666666666667
NS,Rakan,1,15,0.06666666666666667
NS,Akali,1,15,0.06666666666666667
NS,Kennen,1,15,0.06666666666666667
NS,Bard,1,15,0.06666666666666667
NS,Elise,1,15,0.06666666666666667
NS,Rell,1,15,0.06666666666666667
OMG,Jayce,5,11,0.45454545454545453
OMG,Neeko,4,11,0.36363636363636365
OMG,Varus,3,11,0.2727272727272727
OMG,Ambessa,3,11,0.2727272727272727
OMG,Rumble,3,11,0.2727272727272727
OMG,Orianna,3,11,0.2727272727272727
OMG,Akali,3,11,0.2727272727272727
OMG,Thresh,2,11,0.18181818181818182
OMG,Qiyana,2,11,0.18181818181818182
OMG,LeBlanc,2,11,0.18181818181818182
OMG,Vi,2,11,0.18181818181818182
OMG,Poppy,2,11,0.18181818181818182
OMG,Malphite,2,11,0.18181818181818182
OMG,Renekton,2,11,0.18181818181818182
OMG,Miss Fortune,2,11,0.18181818181818182
OMG,Aphelios,2,11,0.18181818181818182
OMG,Gnar,1,11,0.09090909090909091
OMG,Taliyah,1,11,0.09090909090909091
OMG,Rell,1,11,0.09090909090909091
OMG,Alistar,1,11,0.09090909090909091
OMG,Sivir,1,11,0.09090909090909091
OMG,Jhin,1,11,0.09090909090909091
OMG,Kennen,1,11,0.09090909090909091
OMG,Xayah,1,11,0.09090909090909091
OMG,Gwen,1,11,0.09090909090909091
OMG,Nocturne,1,11,0.09090909090909091
OMG,Ashe,1,11,0.09090909090909091
OMG,Ahri,1,11,0.09090909090909091
OMG,Zaahen,1,11,0.09090909090909091
SEN,Jayce,4,5,0.8
SEN,Jarvan IV,4,5,0.8
SEN,Rumble,3,5,0.6
SEN,Bard,3,5,0.6
SEN,Neeko,2,5,0.4
SEN,Poppy,1,5,0.2
SEN,Varus,1,5,0.2
SEN,Viktor,1,5,0.2
SEN,Syndra,1,5,0.2
SEN,Orianna,1,5,0.2
SEN,Lulu,1,5,0.2
SEN,Thresh,1,5,0.2
SEN,Malphite,1,5,0.2
SEN,Sivir,1,5,0.2
SHFT,Malphite,2,6,0.3333333333333333
SHFT,Nautilus,2,6,0.3333333333333333
SHFT,Neeko,2,6,0.3333333333333333
SHFT,Taliyah,2,6,0.3333333333333333
SHFT,Yunara,2,6,0.3333333333333333
SHFT,Wukong,2,6,0.3333333333333333
SHFT,Poppy,2,6,0.3333333333333333
SHFT,Varus,2,6,0.3333333333333333
SHFT,Sylas,1,6,0.16666666666666666
SHFT,Qiyana,1,6,0.16666666666666666
SHFT,Caitlyn,1,6,0.16666666666666666
SHFT,Bard,1,6,0.16666666666666666
SHFT,Rakan,1,6,0.16666666666666666
SHFT,K'Sante,1,6,0.16666666666666666
SHFT,Renekton,1,6,0.16666666666666666
SHFT,Aurora,1,6,0.16666666666666666
SHFT,Alistar,1,6,0.16666666666666666
SHFT,Azir,1,6,0.16666666666666666
SHFT,Rumble,1,6,0.16666666666666666
SHFT,Cassiopeia,1,6,0.16666666666666666
SHFT,Ambessa,1,6,0.16666666666666666
SHFT,Gnar,1,6,0.16666666666666666
SK,Akali,3,6,0.5
SK,Rumble,3,6,0.5
SK,Irelia,3,6,0.5
SK,Varus,2,6,0.3333333333333333
SK,Ryze,2,6,0.3333333333333333
SK,Neeko,2,6,0.3333333333333333
SK,Vi,2,6,0.3333333333333333
SK,Jayce,2,6,0.3333333333333333
SK,Orianna,1,6,0.16666666666666666
SK,Sylas,1,6,0.16666666666666666
SK,Rakan,1,6,0.16666666666666666
SK,Renata Glasc,1,6,0.16666666666666666
SK,Malphite,1,6,0.16666666666666666
SK,Yunara,1,6,0.16666666666666666
SK,Gwen,1,6,0.16666666666666666
SK,Ambessa,1,6,0.16666666666666666
SK,Bard,1,6,0.16666666666666666
SK,Gnar,1,6,0.16666666666666666
SK,Sejuani,1,6,0.16666666666666666
SR,Poppy,2,2,1.0
SR,Jarvan IV,2,2,1.0
SR,Jayce,1,2,0.5
SR,Nautilus,1,2,0.5
SR,Sion,1,2,0.5
SR,Gangplank,1,2,0.5
SR,Nami,1,2,0.5
SR,Gwen,1,2,0.5
T1,Bard,7,14,0.5
T1,Yunara,6,14,0.42857142857142855
T1,Malphite,5,14,0.35714285714285715
T1,Orianna,5,14,0.35714285714285715
T1,Jayce,5,14,0.35714285714285715
T1,Azir,4,14,0.2857142857142857
T1,Poppy,3,14,0.21428571428571427
T1,Pantheon,3,14,0.21428571428571427
T1,Ambessa,3,14,0.21428571428571427
T1,Aphelios,2,14,0.14285714285714285
T1,Gwen,2,14,0.14285714285714285
T1,Rumble,2,14,0.14285714285714285
T1,Wukong,2,14,0.14285714285714285
T1,Sivir,2,14,0.14285714285714285
T1,Ashe,2,14,0.14285714285714285
T1,Galio,1,14,0.07142857142857142
T1,Sion,1,14,0.07142857142857142
T1,Ezreal,1,14,0.07142857142857142
T1,Lulu,1,14,0.07142857142857142
T1,Jarvan IV,1,14,0.07142857142857142
T1,Xayah,1,14,0.07142857142857142
T1,Zeri,1,14,0.07142857142857142
T1,Neeko,1,14,0.07142857142857142
T1,Xin Zhao,1,14,0.07142857142857142
T1,Alistar,1,14,0.07142857142857142
T1,Karma,1,14,0.07142857142857142
T1,Gnar,1,14,0.07142857142857142
T1,Sylas,1,14,0.07142857142857142
T1,Nocturne,1,14,0.07142857142857142
T1,Kai'Sa,1,14,0.07142857142857142
T1,Aurora,1,14,0.07142857142857142
T1,Blitzcrank,1,14,0.07142857142857142
TES,Malphite,12,23,0.5217391304347826
TES,Jayce,10,23,0.43478260869565216
TES,Akali,8,23,0.34782608695652173
TES,Yunara,8,23,0.34782608695652173
TES,Jarvan IV,6,23,0.2608695652173913
TES,Poppy,5,23,0.21739130434782608
TES,Rumble,4,23,0.17391304347826086
TES,Orianna,4,23,0.17391304347826086
TES,Kai'Sa,4,23,0.17391304347826086
TES,Bard,3,23,0.13043478260869565
TES,Ambessa,3,23,0.13043478260869565
TES,Varus,3,23,0.13043478260869565
TES,Vi,3,23,0.13043478260869565
TES,Miss Fortune,3,23,0.13043478260869565
TES,Alistar,2,23,0.08695652173913043
TES,Sivir,2,23,0.08695652173913043
TES,Taliyah,2,23,0.08695652173913043
TES,Neeko,2,23,0.08695652173913043
TES,K'Sante,2,23,0.08695652173913043
TES,Rakan,2,23,0.08695652173913043
TES,Thresh,2,23,0.08695652173913043
TES,Aphelios,2,23,0.08695652173913043
TES,Aatrox,2,23,0.08695652173913043
TES,Qiyana,2,23,0.08695652173913043
TES,Sylas,2,23,0.08695652173913043
TES,Gnar,2,23,0.08695652173913043
TES,Aurora,2,23,0.08695652173913043
TES,Ahri,1,23,0.043478260869565216
TES,Sion,1,23,0.043478260869565216
TES,Zed,1,23,0.043478260869565216
TES,Karma,1,23,0.043478260869565216
TES,Lucian,1,23,0.043478260869565216
TES,Caitlyn,1,23,0.043478260869565216
TES,Gwen,1,23,0.043478260869565216
TES,Yone,1,23,0.043478260869565216
TES,Ryze,1,23,0.043478260869565216
TES,Trundle,1,23,0.043478260869565216
TES,Cassiopeia,1,23,0.043478260869565216
TES,Rell,1,23,0.043478260869565216
TES,Lulu,1,23,0.043478260869565216
TH,Jayce,4,6,0.6666666666666666
TH,Aphelios,3,6,0.5
TH,Varus,3,6,0.5
TH,Rumble,3,6,0.5
TH,Ambessa,2,6,0.3333333333333333
TH,Neeko,2,6,0.3333333333333333
TH,Orianna,2,6,0.3333333333333333
TH,Gnar,2,6,0.3333333333333333
TH,Vi,1,6,0.16666666666666666
TH,Alistar,1,6,0.16666666666666666
TH,Sylas,1,6,0.16666666666666666
TH,Nautilus,1,6,0.16666666666666666
TH,Renekton,1,6,0.16666666666666666
TH,Azir,1,6,0.16666666666666666
TH,Karma,1,6,0.16666666666666666
TH,Aatrox,1,6,0.16666666666666666
TH,Taliyah,1,6,0.16666666666666666
TLAW,Akali,2,2,1.0
TLAW,Malphite,1,2,0.5
TLAW,Rumble,1,2,0.5
TLAW,Nocturne,1,2,0.5
TLAW,Nautilus,1,2,0.5
TLAW,Ryze,1,2,0.5
TLAW,Jayce,1,2,0.5
TLAW,Sylas,1,2,0.5
TLAW,Ahri,1,2,0.5
TT,Rumble,7,11,0.6363636363636364
TT,Jayce,6,11,0.5454545454545454
TT,Malphite,6,11,0.5454545454545454
TT,Orianna,5,11,0.45454545454545453
TT,Nautilus,4,11,0.36363636363636365
TT,Ambessa,3,11,0.2727272727272727
TT,Gwen,2,11,0.18181818181818182
TT,Rek'Sai,2,11,0.18181818181818182
TT,Neeko,2,11,0.18181818181818182
TT,Miss Fortune,2,11,0.18181818181818182
TT,Ziggs,2,11,0.18181818181818182
TT,Ryze,1,11,0.09090909090909091
TT,LeBlanc,1,11,0.09090909090909091
TT,Braum,1,11,0.09090909090909091
TT,Pantheon,1,11,0.09090909090909091
TT,Corki,1,11,0.09090909090909091
TT,Aphelios,1,11,0.09090909090909091
TT,Kai'Sa,1,11,0.09090909090909091
TT,Leona,1,11,0.09090909090909091
TT,Qiyana,1,11,0.09090909090909091
TT,Renekton,1,11,0.09090909090909091
TT,K'Sante,1,11,0.09090909090909091
TT,Ahri,1,11,0.09090909090909091
TT,Aurora,1,11,0.09090909090909091
TT,Jax,1,11,0.09090909090909091
UP,Jayce,7,11,0.6363636363636364
UP,Orianna,6,11,0.5454545454545454
UP,Malphite,4,11,0.36363636363636365
UP,Akali,4,11,0.36363636363636365
UP,Varus,4,11,0.36363636363636365
UP,Neeko,3,11,0.2727272727272727
UP,Ryze,3,11,0.2727272727272727
UP,Alistar,2,11,0.18181818181818182
UP,Jarvan IV,2,11,0.18181818181818182
UP,Vi,2,11,0.18181818181818182
UP,Renekton,2,11,0.18181818181818182
UP,Taliyah,1,11,0.09090909090909091
UP,Azir,1,11,0.09090909090909091
UP,LeBlanc,1,11,0.09090909090909091
UP,Ahri,1,11,0.09090909090909091
UP,Qiyana,1,11,0.09090909090909091
UP,Ambessa,1,11,0.09090909090909091
UP,Xin Zhao,1,11,0.09090909090909091
UP,Yunara,1,11,0.09090909090909091
UP,Miss Fortune,1,11,0.09090909090909091
UP,Karma,1,11,0.09090909090909091
UP,Nautilus,1,11,0.09090909090909091
UP,Gwen,1,11,0.09090909090909091
UP,Pantheon,1,11,0.09090909090909091
UP,Lulu,1,11,0.09090909090909091
UP,Braum,1,11,0.09090909090909091
UP,Jax,1,11,0.09090909090909091
VIT,Pantheon,4,6,0.6666666666666666
VIT,Renekton,3,6,0.5
VIT,Jayce,3,6,0.5
VIT,Poppy,2,6,0.3333333333333333
VIT,Rumble,2,6,0.3333333333333333
VIT,Corki,2,6,0.3333333333333333
VIT,Orianna,2,6,0.3333333333333333
VIT,Rakan,2,6,0.3333333333333333
VIT,Malphite,1,6,0.16666666666666666
VIT,Azir,1,6,0.16666666666666666
VIT,Nautilus,1,6,0.16666666666666666
VIT,Varus,1,6,0.16666666666666666
VIT,Bard,1,6,0.16666666666666666
VIT,Sivir,1,6,0.16666666666666666
VIT,Kai'Sa,1,6,0.16666666666666666
VIT,Taliyah,1,6,0.16666666666666666
VIT,Lulu,1,6,0.16666666666666666
VIT,Gnar,1,6,0.16666666666666666
WBG,Neeko,13,19,0.6842105263157895
WBG,Jayce,11,19,0.5789473684210527
WBG,Orianna,7,19,0.3684210526315789
WBG,Aphelios,5,19,0.2631578947368421
WBG,Varus,5,19,0.2631578947368421
WBG,Rumble,4,19,0.21052631578947367
WBG,Sylas,4,19,0.21052631578947367
WBG,Kai'Sa,4,19,0.21052631578947367
WBG,Rakan,4,19,0.21052631578947367
WBG,Sivir,3,19,0.15789473684210525
WBG,Ryze,3,19,0.15789473684210525
WBG,Malphite,3,19,0.15789473684210525
WBG,Jhin,2,19,0.10526315789473684
WBG,Vi,2,19,0.10526315789473684
WBG,Galio,2,19,0.10526315789473684
WBG,Akali,2,19,0.10526315789473684
WBG,Ezreal,2,19,0.10526315789473684
WBG,Miss Fortune,2,19,0.10526315789473684
WBG,Xin Zhao,2,19,0.10526315789473684
WBG,Poppy,1,19,0.05263157894736842
WBG,Viktor,1,19,0.05263157894736842
WBG,Taliyah,1,19,0.05263157894736842
WBG,LeBlanc,1,19,0.05263157894736842
WBG,Gnar,1,19,0.05263157894736842
WBG,Nocturne,1,19,0.05263157894736842
WBG,Bard,1,19,0.05263157894736842
WBG,Syndra,1,19,0.05263157894736842
WBG,Ambessa,1,19,0.05263157894736842
WBG,Jarvan IV,1,19,0.05263157894736842
WBG,Jax,1,19,0.05263157894736842
WBG,Lucian,1,19,0.05263157894736842
WBG,Braum,1,19,0.05263157894736842
WBG,Ashe,1,19,0.05263157894736842
WBG,Renata Glasc,1,19,0.05263157894736842
WE,Jayce,6,12,0.5
WE,Akali,6,12,0.5
WE,Sylas,4,12,0.3333333333333333
WE,Rumble,3,12,0.25
WE,Sivir,3,12,0.25
WE,Orianna,3,12,0.25
WE,Varus,3,12,0.25
WE,Malphite,2,12,0.16666666666666666
WE,Alistar,2,12,0.16666666666666666
WE,Dr. Mundo,2,12,0.16666666666666666
WE,Jarvan IV,2,12,0.16666666666666666
WE,Aphelios,2,12,0.16666666666666666
WE,Azir,2,12,0.16666666666666666
WE,Rakan,2,12,0.16666666666666666
WE,Zaahen,1,12,0.08333333333333333
WE,Neeko,1,12,0.08333333333333333
WE,Braum,1,12,0.08333333333333333
WE,Karma,1,12,0.08333333333333333
WE,Renekton,1,12,0.08333333333333333
WE,Renata Glasc,1,12,0.08333333333333333
WE,Xin Zhao,1,12,0.08333333333333333
WE,Poppy,1,12,0.08333333333333333
WE,Sion,1,12,0.08333333333333333
WE,LeBlanc,1,12,0.08333333333333333
WE,Ahri,1,12,0.08333333333333333
WE,Nautilus,1,12,0.08333333333333333
WE,Ryze,1,12,0.08333333333333333
WE,Jax,1,12,0.08333333333333333
WE,Pantheon,1,12,0.08333333333333333
WE,Jhin,1,12,0.08333333333333333
WE,Lulu,1,12,0.08333333333333333
WE,Corki,1,12,0.08333333333333333
