champion,role,counter_champion,winrate,matches
Aatrox,TOP,Kennen,55.83,206
Aatrox,TOP,Volibear,54.55,187
Aatrox,TOP,Urgot,54.42,226
Aatrox,TOP,Mordekaiser,53.98,176
Aatrox,TOP,Fiora,53.7,324
Aatrox,TOP,Zaahen,53.47,346
Aatrox,TOP,Riven,53.41,249
Aatrox,TOP,Kayle,53.25,154
Aatrox,TOP,Rumble,53.14,303
Aatrox,TOP,Singed,53.1,145
Aatrox,TOP,Poppy,53.03,66
Aatrox,TOP,Malphite,52.4,313
Aatrox,TOP,Ambessa,52.36,403
Aatrox,TOP,Jayce,52.22,270
Aatrox,TOP,Gangplank,51.98,354
Aatrox,TOP,Jax,51.73,375
Aatrox,TOP,Anivia,51.72,58
Aatrox,TOP,Gnar,51.58,190
Aatrox,TOP,Renekton,51.43,453
Aatrox,TOP,Irelia,51.06,329
Ahri,MID,Qiyana,59.0,261
Ahri,MID,Jayce,57.97,69
Ahri,MID,Zoe,56.79,287
Ahri,MID,Cassiopeia,56.45,62
Ahri,MID,Akshan,54.91,224
Ahri,MID,Anivia,54.3,221
Ahri,MID,Zed,53.55,394
Ahri,MID,Vladimir,53.19,141
Ahri,MID,Galio,52.89,346
Ahri,MID,Syndra,52.35,426
Ahri,MID,Fizz,52.07,121
Ahri,MID,Malzahar,51.92,156
Ahri,MID,Veigar,51.16,129
Ahri,MID,Kassadin,50.98,306
Ahri,MID,Katarina,50.98,410
Ahri,MID,Sylas,50.54,742
Ahri,MID,Yasuo,50.29,340
Akali,MID,Jayce,59.49,79
Akali,MID,Swain,58.24,91
Akali,MID,Vex,56.38,188
Akali,MID,Kayle,56.25,80
Akali,MID,Taliyah,55.86,256
Akali,MID,Lissandra,55.71,219
Akali,MID,Qiyana,55.08,374
Akali,MID,Lux,55.04,129
Akali,MID,Hwei,54.61,152
Akali,MID,Aurelion Sol,54.55,132
Akali,MID,Zoe,53.54,353
Akali,MID,Akshan,53.44,320
Akali,MID,Vladimir,53.33,135
Akali,MID,Ahri,53.19,376
Akali,MID,Aurora,53.09,243
Akali,MID,Katarina,52.73,440
Akali,MID,Yasuo,52.63,608
Akali,MID,Galio,52.1,689
Akali,MID,Xerath,51.68,149
Akali,MID,Ekko,51.38,253
Akali,MID,Diana,51.28,156
Akali,MID,Malzahar,51.16,172
Akali,MID,Twisted Fate,51.14,528
Akali,MID,Kassadin,51.03,388
Akali,MID,Ryze,50.86,757
Akali,MID,LeBlanc,50.58,342
Akali,MID,Viktor,50.13,389
Akshan,MID,Veigar,55.26,76
Akshan,MID,Katarina,54.51,233
Akshan,MID,Zoe,53.93,178
Akshan,MID,Aurelion Sol,53.33,75
Akshan,MID,Qiyana,53.22,171
Akshan,MID,Ryze,52.47,385
Akshan,MID,Vex,50.51,99
Akshan,MID,Ekko,50.37,135
Alistar,SUPPORT,Morgana,55.45,110
Alistar,SUPPORT,Leona,52.14,677
Alistar,SUPPORT,Bard,52.1,572
Alistar,SUPPORT,Lulu,51.77,566
Alistar,SUPPORT,Karma,51.54,518
Alistar,SUPPORT,Braum,51.37,983
Alistar,SUPPORT,Neeko,51.35,296
Alistar,SUPPORT,Zilean,51.08,139
Alistar,SUPPORT,Janna,50.63,397
Alistar,SUPPORT,Sona,50.46,327
Alistar,SUPPORT,Poppy,50.41,369
Alistar,SUPPORT,Soraka,50.24,205
Ambessa,TOP,Quinn,67.21,61
Ambessa,TOP,Illaoi,61.33,75
Ambessa,TOP,Warwick,59.43,106
Ambessa,TOP,Singed,58.82,153
Ambessa,TOP,Darius,57.36,265
Ambessa,TOP,Kayle,55.65,124
Ambessa,TOP,Aurora,55.42,83
Ambessa,TOP,Shen,55.26,228
Ambessa,TOP,Irelia,55.25,362
Ambessa,TOP,Gangplank,55.0,360
Ambessa,TOP,Tryndamere,55.0,100
Ambessa,TOP,Riven,53.85,351
Ambessa,TOP,Kennen,53.67,218
Ambessa,TOP,Kled,53.45,116
Ambessa,TOP,Poppy,53.44,131
Ambessa,TOP,Renekton,52.08,35
Ambessa,TOP,Rumble,52.05,390
Ambessa,TOP,Camille,51.5,233
Ambessa,TOP,Jax,51.11,405
Ambessa,TOP,Teemo,50.72,69
Ambessa,TOP,Zaahen,50.72,483
Amumu,JUNGLE,Evelynn,83.33,12
Amumu,JUNGLE,Malphite,83.33,12
Amumu,JUNGLE,Sylas,71.74,46
Amumu,JUNGLE,Nidalee,69.23,13
Amumu,JUNGLE,Dr. Mundo,68.18,22
Amumu,JUNGLE,Naafiri,66.67,12
Amumu,JUNGLE,Shaco,63.64,22
Amumu,JUNGLE,Xin Zhao,63.64,11
Amumu,JUNGLE,Kindred,62.5,16
Amumu,JUNGLE,Rammus,62.5,8
Amumu,JUNGLE,Diana,58.21,67
Amumu,JUNGLE,Zac,57.69,26
Amumu,JUNGLE,Ivern,57.14,14
Amumu,JUNGLE,Udyr,57.14,7
Amumu,JUNGLE,Jarvan IV,56.82,44
Amumu,JUNGLE,Zed,56.67,30
Amumu,JUNGLE,Kha'Zix,56.45,62
Amumu,JUNGLE,Fiddlesticks,56.25,16
Amumu,JUNGLE,Elise,55.56,9
Amumu,JUNGLE,Jayce,55.56,45
Amumu,JUNGLE,Hecarim,55.17,29
Amumu,JUNGLE,Ekko,54.72,53
Amumu,JUNGLE,Graves,54.55,33
Amumu,JUNGLE,Lee Sin,54.41,68
Amumu,JUNGLE,Volibear,52.0,25
Amumu,JUNGLE,Rek'Sai,51.61,31
Amumu,JUNGLE,Qiyana,51.43,35
Amumu,JUNGLE,Talon,51.35,37
Anivia,MID,Talon,67.9,81
Anivia,MID,Aurelion Sol,60.98,82
Anivia,MID,Zoe,60.45,134
Anivia,MID,Katarina,54.95,182
Anivia,MID,Fizz,54.24,59
Anivia,MID,Akshan,53.33,90
Anivia,MID,Hwei,52.48,101
Anivia,MID,Syndra,51.48,237
Anivia,MID,Jayce,51.43,35
Anivia,MID,Swain,51.28,39
Anivia,MID,Xerath,50.97,155
Anivia,MID,Orianna,50.23,217
Anivia,TOP,Poppy,70.0,10
Anivia,TOP,Sett,66.67,21
Anivia,TOP,Volibear,62.5,16
Anivia,TOP,Ornn,60.98,41
Anivia,TOP,Fiora,59.37,32
Anivia,TOP,Garen,57.89,19
Anivia,TOP,Jayce,56.0,25
Anivia,TOP,Gnar,54.17,24
Anivia,TOP,Irelia,53.33,45
Anivia,TOP,Riven,52.17,46
Anivia,TOP,Gwen,51.72,29
Annie,MID,Malzahar,90.91,11
Annie,MID,Aurelion Sol,87.5,8
Annie,MID,Fizz,77.78,18
Annie,MID,Viktor,71.43,35
Annie,MID,Talon,66.67,15
Annie,MID,Vladimir,66.67,15
Annie,MID,Mel,65.52,29
Annie,MID,Diana,63.64,11
Annie,MID,Ekko,62.5,16
Annie,MID,Lissandra,62.5,8
Annie,MID,Anivia,61.9,21
Annie,MID,Qiyana,61.9,21
Annie,MID,Galio,60.87,46
Annie,MID,Sylas,58.06,31
Annie,MID,Zed,57.78,45
Annie,MID,Ryze,57.58,66
Annie,MID,Tristana,55.56,9
Annie,MID,Vex,55.56,9
Annie,MID,Kassadin,54.05,37
Annie,MID,Xerath,52.63,19
Annie,MID,Zoe,52.63,38
Annie,MID,Yasuo,51.28,78
Aphelios,ADC,Mel,59.42,138
Aphelios,ADC,Swain,58.84,294
Aphelios,ADC,Ziggs,56.32,451
Aphelios,ADC,Varus,53.4,678
Aphelios,ADC,Miss Fortune,52.7,76
Aphelios,ADC,Cassiopeia,51.95,154
Aphelios,ADC,Jinx,51.86,553
Aphelios,ADC,Ashe,51.84,814
Aphelios,ADC,Twitch,51.05,664
Aphelios,ADC,Caitlyn,50.84,205
Aphelios,ADC,Yunara,50.54,386
Aphelios,ADC,Corki,50.45,785
Aphelios,ADC,Smolder,50.44,678
Aphelios,ADC,Samira,50.29,344
Ashe,ADC,Swain,60.42,48
Ashe,ADC,Xayah,55.84,77
Ashe,ADC,Varus,55.61,606
Ashe,ADC,Nilah,54.84,62
Ashe,ADC,Zeri,53.42,146
Ashe,ADC,Ziggs,53.06,98
Ashe,ADC,Yunara,52.75,637
Ashe,ADC,Miss Fortune,52.63,285
Ashe,ADC,Samira,52.24,134
Ashe,ADC,Jinx,51.67,569
Ashe,ADC,Yasuo,51.02,49
Aurelion Sol,MID,Talon,62.5,32
Aurelion Sol,MID,Kayle,60.0,25
Aurelion Sol,MID,Swain,58.06,31
Aurelion Sol,MID,Cassiopeia,57.14,28
Aurelion Sol,MID,Jayce,57.14,21
Aurelion Sol,MID,Veigar,57.14,35
Aurelion Sol,MID,Zed,55.91,93
Aurelion Sol,MID,Lissandra,55.88,34
Aurelion Sol,MID,Yone,55.56,90
Aurelion Sol,MID,Twisted Fate,54.31,116
Aurelion Sol,MID,Ahri,54.05,111
Aurelion Sol,MID,Kassadin,53.28,122
Aurelion Sol,MID,Katarina,53.17,126
Aurelion Sol,MID,Malzahar,50.98,51
Aurelion Sol,MID,Yasuo,50.34,149
Aurora,MID,Vex,75.68,37
Aurora,MID,Taliyah,60.48,124
Aurora,MID,Cassiopeia,59.26,27
Aurora,MID,Xerath,58.14,86
Aurora,MID,Fizz,57.97,69
Aurora,MID,Qiyana,56.25,112
Aurora,MID,Twisted Fate,56.13,155
Aurora,MID,Hwei,55.56,54
Aurora,MID,Syndra,55.33,197
Aurora,MID,Kassadin,54.37,103
Aurora,MID,Zed,54.25,153
Aurora,MID,Talon,54.21,107
Aurora,MID,Jayce,53.66,41
Aurora,MID,Anivia,53.39,118
Aurora,MID,Yone,53.12,128
Aurora,MID,Akshan,52.78,108
Aurora,MID,Sylas,52.66,207
Aurora,MID,Vladimir,52.56,78
Aurora,MID,Viktor,52.52,139
Aurora,MID,Katarina,52.35,170
Aurora,MID,Orianna,52.19,228
Aurora,MID,Aurelion Sol,52.0,50
Aurora,MID,Mel,52.0,75
Aurora,MID,Zoe,51.48,169
Aurora,MID,Galio,51.2,209
Aurora,MID,Yasuo,51.11,180
Aurora,MID,Ahri,51.01,198
Aurora,TOP,Tryndamere,71.43,14
Aurora,TOP,Jayce,66.07,56
Aurora,TOP,Gragas,61.9,21
Aurora,TOP,Teemo,60.0,15
Aurora,TOP,Darius,59.09,44
Aurora,TOP,Irelia,58.46,65
Aurora,TOP,Kennen,58.46,65
Aurora,TOP,Volibear,56.25,32
Aurora,TOP,Urgot,56.0,50
Aurora,TOP,K'Sante,55.56,72
Aurora,TOP,Singed,54.84,31
Aurora,TOP,Anivia,53.33,15
Aurora,TOP,Kled,52.94,17
Aurora,TOP,Ornn,52.08,48
Aurora,TOP,Rumble,51.47,136
Azir,MID,Lux,67.21,61
Azir,MID,Zoe,63.86,83
Azir,MID,Xerath,60.23,88
Azir,MID,Aurora,59.42,69
Azir,MID,Twisted Fate,59.4,133
Azir,MID,Anivia,59.22,103
Azir,MID,Galio,58.57,140
Azir,MID,Diana,58.54,41
Azir,MID,Syndra,58.09,136
Azir,MID,Aurelion Sol,57.41,54
Azir,MID,Ekko,56.7,97
Azir,MID,Kayle,56.67,30
Azir,MID,Sylas,56.49,131
Azir,MID,LeBlanc,56.31,103
Azir,MID,Akshan,55.7,79
Azir,MID,Ahri,55.63,142
Azir,MID,Qiyana,54.55,77
Azir,MID,Talon,54.39,57
Azir,MID,Yasuo,54.15,205
Azir,MID,Yone,53.54,127
Azir,MID,Vladimir,52.94,51
Azir,MID,Vex,51.85,27
Azir,MID,Katarina,51.77,141
Azir,MID,Akali,51.58,190
Azir,MID,Ryze,51.56,320
Azir,MID,Kassadin,51.32,76
Bard,SUPPORT,Pantheon,58.93,168
Bard,SUPPORT,Poppy,56.98,172
Bard,SUPPORT,Janna,56.09,690
Bard,SUPPORT,Sona,55.22,699
Bard,SUPPORT,Pyke,54.94,577
Bard,SUPPORT,Lux,54.14,157
Bard,SUPPORT,Taric,52.78,180
Bard,SUPPORT,Elise,52.53,198
Bard,SUPPORT,Rell,51.12,401
Bard,SUPPORT,Zyra,51.06,94
Bard,SUPPORT,Blitzcrank,50.89,393
Bard,SUPPORT,Neeko,50.42,474
Bel'Veth,JUNGLE,Rammus,61.11,18
Bel'Veth,JUNGLE,Fiddlesticks,60.0,30
Bel'Veth,JUNGLE,Shaco,60.0,65
Bel'Veth,JUNGLE,Qiyana,59.7,67
Bel'Veth,JUNGLE,Briar,59.09,22
Bel'Veth,JUNGLE,Elise,57.14,35
Bel'Veth,JUNGLE,Nocturne,55.56,36
Bel'Veth,JUNGLE,Vi,51.72,29
Bel'Veth,JUNGLE,Malphite,51.43,35
Bel'Veth,JUNGLE,Diana,51.4,179
Bel'Veth,JUNGLE,Nunu & Willump,50.98,51
Bel'Veth,JUNGLE,Xin Zhao,50.94,53
Bel'Veth,JUNGLE,Nidalee,50.82,61
Bel'Veth,JUNGLE,Rek'Sai,50.82,61
Bel'Veth,JUNGLE,Zed,50.77,65
Blitzcrank,SUPPORT,Taric,62.67,75
Blitzcrank,SUPPORT,Renata Glasc,58.49,53
Blitzcrank,SUPPORT,Poppy,56.0,50
Blitzcrank,SUPPORT,Vel'Koz,55.81,86
Blitzcrank,SUPPORT,Braum,55.23,545
Blitzcrank,SUPPORT,Alistar,54.92,366
Blitzcrank,SUPPORT,Leona,54.9,408
Blitzcrank,SUPPORT,Nautilus,53.88,464
Blitzcrank,SUPPORT,Zilean,53.4,103
Blitzcrank,SUPPORT,Pyke,52.61,249
Blitzcrank,SUPPORT,Maokai,52.17,46
Blitzcrank,SUPPORT,Rakan,51.87,214
Blitzcrank,SUPPORT,Elise,51.11,45
Blitzcrank,SUPPORT,Rell,50.91,165
Blitzcrank,SUPPORT,Nami,50.86,639
Blitzcrank,SUPPORT,Lulu,50.25,611
Brand,SUPPORT,Poppy,78.57,14
Brand,SUPPORT,Maokai,71.43,7
Brand,SUPPORT,Milio,67.74,31
Brand,SUPPORT,Tahm Kench,66.67,9
Brand,SUPPORT,Soraka,65.71,35
Brand,SUPPORT,Rakan,61.54,39
Brand,SUPPORT,Senna,61.11,18
Brand,SUPPORT,Bard,60.66,61
Brand,SUPPORT,Leona,60.53,38
Brand,SUPPORT,Lux,60.0,10
Brand,SUPPORT,Seraphine,60.0,20
Brand,SUPPORT,Neeko,58.82,17
Brand,SUPPORT,Janna,57.45,47
Brand,SUPPORT,Braum,57.14,56
Brand,SUPPORT,Sona,56.6,53
Brand,SUPPORT,Zilean,56.25,16
Brand,SUPPORT,Alistar,55.56,54
Brand,SUPPORT,Yuumi,55.56,18
Brand,SUPPORT,Pantheon,55.0,20
Brand,SUPPORT,Karma,54.55,77
Brand,SUPPORT,Rell,54.55,33
Brand,SUPPORT,Blitzcrank,53.66,41
Brand,SUPPORT,Nami,50.42,119
Braum,SUPPORT,Bard,54.73,888
Braum,SUPPORT,Seraphine,52.35,277
Braum,SUPPORT,Janna,51.85,542
Braum,SUPPORT,Neeko,51.21,539
Braum,SUPPORT,Lulu,50.81,171
Braum,SUPPORT,Senna,50.77,392
Braum,SUPPORT,Sona,50.69,507
Braum,SUPPORT,Thresh,50.52,732
Briar,JUNGLE,Zyra,75.0,12
Briar,JUNGLE,Kindred,66.67,21
Briar,JUNGLE,Master Yi,66.67,36
Briar,JUNGLE,Ivern,65.22,23
Briar,JUNGLE,Evelynn,61.54,26
Briar,JUNGLE,Volibear,61.02,59
Briar,JUNGLE,Lillia,60.0,20
Briar,JUNGLE,Naafiri,59.09,22
Briar,JUNGLE,Rengar,58.11,74
Briar,JUNGLE,Jarvan IV,57.89,95
Briar,JUNGLE,Hecarim,57.14,56
Briar,JUNGLE,Shaco,56.25,32
Briar,JUNGLE,Dr. Mundo,56.0,25
Briar,JUNGLE,Fiddlesticks,55.56,36
Briar,JUNGLE,Jayce,55.21,96
Briar,JUNGLE,Ekko,54.33,127
Briar,JUNGLE,Zac,54.1,61
Briar,JUNGLE,Wukong,53.12,32
Briar,JUNGLE,Kha'Zix,53.04,115
Briar,JUNGLE,Graves,52.78,36
Briar,JUNGLE,Talon,52.54,59
Briar,JUNGLE,Vi,51.72,29
Briar,JUNGLE,Diana,50.88,114
Briar,JUNGLE,Zed,50.82,61
Caitlyn,ADC,Seraphine,60.0,175
Caitlyn,ADC,Nilah,58.62,145
Caitlyn,ADC,Veigar,57.89,114
Caitlyn,ADC,Swain,56.91,181
Caitlyn,ADC,Yasuo,53.6,125
Caitlyn,ADC,Vayne,53.14,271
Caitlyn,ADC,Varus,53.13,295
Caitlyn,ADC,Kog'Maw,52.48,141
Caitlyn,ADC,Twitch,52.41,519
Caitlyn,ADC,Samira,51.96,281
Caitlyn,ADC,Jhin,51.21,783
Caitlyn,ADC,Tristana,51.11,360
Caitlyn,ADC,Ziggs,50.71,280
Caitlyn,ADC,Kai'Sa,50.44,366
Caitlyn,ADC,Mel,50.41,123
Caitlyn,ADC,Sivir,50.12,828
Caitlyn,ADC,Draven,50.1,483
Caitlyn,ADC,Ashe,50.07,717
Caitlyn,ADC,Ezreal,50.06,624
Camille,TOP,Urgot,63.64,55
Camille,TOP,Cho'Gath,62.5,40
Camille,TOP,Darius,61.47,109
Camille,TOP,Sett,60.47,43
Camille,TOP,Aurora,59.26,27
Camille,TOP,Jax,58.19,177
Camille,TOP,Kayle,57.14,49
Camille,TOP,Warwick,57.14,28
Camille,TOP,Vladimir,56.76,37
Camille,TOP,Nasus,55.36,56
Camille,TOP,Gwen,55.24,105
Camille,TOP,Jayce,54.9,102
Camille,TOP,Tryndamere,54.05,37
Camille,TOP,Rumble,53.41,88
Camille,TOP,Singed,53.26,92
Camille,TOP,Aatrox,53.12,160
Camille,TOP,Zaahen,53.05,164
Camille,TOP,Sion,52.17,92
Camille,TOP,Renekton,51.79,224
Camille,TOP,Irelia,51.35,111
Camille,TOP,Gangplank,50.83,120
Cassiopeia,ADC,Kog'Maw,71.43,7
Cassiopeia,ADC,Miss Fortune,67.86,28
Cassiopeia,ADC,Xayah,66.67,9
Cassiopeia,ADC,Yasuo,66.67,9
Cassiopeia,ADC,Ziggs,59.09,22
Cassiopeia,ADC,Mel,58.33,12
Cassiopeia,ADC,Seraphine,57.14,7
Cassiopeia,ADC,Veigar,55.56,9
Cassiopeia,ADC,Corki,55.1,49
Cassiopeia,ADC,Smolder,54.29,35
Cassiopeia,ADC,Tristana,52.94,17
Cassiopeia,ADC,Varus,51.38,109
Cassiopeia,MID,Fizz,70.0,20
Cassiopeia,MID,Xerath,63.89,36
Cassiopeia,MID,Hwei,63.64,22
Cassiopeia,MID,Katarina,61.29,93
Cassiopeia,MID,Qiyana,61.11,36
Cassiopeia,MID,Zed,60.56,71
Cassiopeia,MID,Swain,59.09,22
Cassiopeia,MID,Taliyah,58.14,43
Cassiopeia,MID,Ekko,56.86,51
Cassiopeia,MID,Zoe,56.52,46
Cassiopeia,MID,Orianna,55.56,81
Cassiopeia,MID,Yasuo,54.95,91
Cassiopeia,MID,Twisted Fate,53.33,45
Cassiopeia,MID,Akshan,53.25,77
Cassiopeia,MID,Syndra,52.94,85
Cassiopeia,MID,Talon,52.94,17
Cassiopeia,MID,LeBlanc,52.5,40
Cassiopeia,MID,Galio,52.24,67
Cassiopeia,MID,Anivia,52.0,50
Cassiopeia,MID,Azir,52.0,25
Cassiopeia,MID,Sylas,50.54,93
Cho'Gath,TOP,Kled,65.71,35
Cho'Gath,TOP,Vladimir,61.7,47
Cho'Gath,TOP,Teemo,60.0,30
Cho'Gath,TOP,Ornn,59.3,86
Cho'Gath,TOP,Anivia,57.14,21
Cho'Gath,TOP,Aatrox,56.82,88
Cho'Gath,TOP,Sett,56.25,64
Cho'Gath,TOP,Irelia,55.56,72
Cho'Gath,TOP,Tryndamere,55.56,18
Cho'Gath,TOP,Mordekaiser,54.84,62
Cho'Gath,TOP,Warwick,54.17,24
Cho'Gath,TOP,Gwen,53.49,86
Cho'Gath,TOP,Ambessa,53.23,124
Cho'Gath,TOP,Jayce,51.85,54
Cho'Gath,TOP,Rumble,51.72,87
Cho'Gath,TOP,Zaahen,51.43,105
Corki,ADC,Ashe,56.61,295
Corki,ADC,Sivir,56.52,391
Corki,ADC,Draven,54.86,257
Corki,ADC,Tristana,53.54,381
Corki,ADC,Ziggs,53.01,83
Corki,ADC,Vayne,51.28,234
Corki,ADC,Kalista,50.82,61
Corki,ADC,Veigar,50.75,67
Corki,ADC,Lucian,50.61,826
Corki,ADC,Caitlyn,50.36,685
Corki,ADC,Zeri,50.27,187
Corki,MID,Yone,75.0,28
Corki,MID,Vel'Koz,70.0,10
Corki,MID,Zoe,68.09,47
Corki,MID,Diana,66.67,18
Corki,MID,Lissandra,64.71,17
Corki,MID,Aurelion Sol,64.29,14
Corki,MID,Zed,62.5,56
Corki,MID,Anivia,60.0,30
Corki,MID,Syndra,60.0,80
Corki,MID,Taliyah,60.0,40
Corki,MID,LeBlanc,59.09,44
Corki,MID,Tristana,58.82,17
Corki,MID,Galio,58.47,118
Corki,MID,Azir,57.14,21
Corki,MID,Qiyana,57.14,35
Corki,MID,Akshan,56.52,46
Corki,MID,Katarina,54.69,64
Corki,MID,Sylas,54.39,57
Corki,MID,Orianna,54.24,59
Corki,MID,Neeko,53.85,13
Corki,MID,Yasuo,53.73,67
Corki,MID,Akali,53.09,81
Corki,MID,Fizz,52.94,17
Corki,MID,Talon,52.0,25
Darius,TOP,Anivia,63.16,38
Darius,TOP,Gangplank,58.24,170
Darius,TOP,Nasus,57.47,87
Darius,TOP,Kayle,56.31,103
Darius,TOP,Kennen,55.36,168
Darius,TOP,Dr. Mundo,54.73,148
Darius,TOP,Riven,54.55,209
Darius,TOP,Urgot,54.03,124
Darius,TOP,Warwick,54.0,50
Darius,TOP,Gnar,53.64,151
Darius,TOP,Aatrox,52.38,252
Darius,TOP,Ornn,52.11,142
Darius,TOP,Tryndamere,51.85,81
Darius,TOP,Kled,51.67,60
Darius,TOP,Cho'Gath,50.88,57
Darius,TOP,Sett,50.66,152
Darius,TOP,Irelia,50.52,192
Diana,JUNGLE,Ivern,58.77,211
Diana,JUNGLE,Rammus,57.14,91
Diana,JUNGLE,Elise,54.12,194
Diana,JUNGLE,Volibear,53.85,598
Diana,JUNGLE,Shaco,53.29,304
Diana,JUNGLE,Master Yi,53.04,345
Diana,JUNGLE,Zyra,52.83,106
Diana,JUNGLE,Rek'Sai,52.55,333
Diana,JUNGLE,Warwick,51.65,91
Diana,JUNGLE,Fiddlesticks,51.52,165
Diana,JUNGLE,Nunu & Willump,51.4,286
Diana,JUNGLE,Rengar,50.74,475
Diana,JUNGLE,Dr. Mundo,50.59,253
Diana,JUNGLE,Hecarim,50.22,450
Diana,JUNGLE,Ekko,50.13,792
Diana,MID,Aurelion Sol,75.0,36
Diana,MID,Talon,71.15,52
Diana,MID,Vladimir,60.34,58
Diana,MID,Akshan,60.0,85
Diana,MID,LeBlanc,59.78,92
Diana,MID,Zoe,59.57,94
Diana,MID,Galio,59.06,149
Diana,MID,Yone,58.82,68
Diana,MID,Xerath,58.67,75
Diana,MID,Anivia,57.89,57
Diana,MID,Ekko,56.96,79
Diana,MID,Qiyana,56.38,94
Diana,MID,Ahri,54.89,133
Diana,MID,Cassiopeia,54.84,31
Diana,MID,Lissandra,54.35,46
Diana,MID,Taliyah,53.75,80
Diana,MID,Viktor,53.17,126
Diana,MID,Katarina,52.75,182
Diana,MID,Kassadin,51.25,80
Diana,MID,Ryze,50.46,216
Dr. Mundo,JUNGLE,Kindred,67.39,46
Dr. Mundo,JUNGLE,Karthus,64.52,62
Dr. Mundo,JUNGLE,Shaco,58.82,85
Dr. Mundo,JUNGLE,Nunu & Willump,58.16,98
Dr. Mundo,JUNGLE,Ivern,58.14,43
Dr. Mundo,JUNGLE,Bel'Veth,57.89,38
Dr. Mundo,JUNGLE,Udyr,57.58,33
Dr. Mundo,JUNGLE,Wukong,56.82,44
Dr. Mundo,JUNGLE,Kayn,56.52,69
Dr. Mundo,JUNGLE,Fiddlesticks,55.26,76
Dr. Mundo,JUNGLE,Master Yi,55.07,69
Dr. Mundo,JUNGLE,Zac,54.76,84
Dr. Mundo,JUNGLE,Nidalee,54.0,50
Dr. Mundo,JUNGLE,Jarvan IV,53.68,190
Dr. Mundo,JUNGLE,Ekko,53.3,197
Dr. Mundo,JUNGLE,Naafiri,52.63,38
Dr. Mundo,JUNGLE,Evelynn,52.46,61
Dr. Mundo,JUNGLE,Rammus,51.72,29
Dr. Mundo,JUNGLE,Hecarim,51.43,105
Dr. Mundo,JUNGLE,Volibear,50.43,115
Dr. Mundo,TOP,Fiora,67.16,134
Dr. Mundo,TOP,Anivia,65.0,40
Dr. Mundo,TOP,Gwen,64.78,159
Dr. Mundo,TOP,Irelia,63.54,96
Dr. Mundo,TOP,Aatrox,62.18,193
Dr. Mundo,TOP,Kled,60.38,53
Dr. Mundo,TOP,Garen,59.34,91
Dr. Mundo,TOP,Zaahen,57.58,132
Dr. Mundo,TOP,Gangplank,57.43,148
Dr. Mundo,TOP,Quinn,57.14,42
Dr. Mundo,TOP,Ambessa,56.5,177
Dr. Mundo,TOP,Riven,55.91,127
Dr. Mundo,TOP,Camille,55.88,68
Dr. Mundo,TOP,Cho'Gath,55.42,83
Dr. Mundo,TOP,K'Sante,55.22,134
Dr. Mundo,TOP,Yone,54.78,115
Dr. Mundo,TOP,Ornn,54.64,183
Dr. Mundo,TOP,Tryndamere,54.0,50
Dr. Mundo,TOP,Nasus,53.85,91
Dr. Mundo,TOP,Rumble,53.54,99
Dr. Mundo,TOP,Shen,53.17,126
Dr. Mundo,TOP,Mordekaiser,52.5,80
Dr. Mundo,TOP,Kennen,52.33,172
Dr. Mundo,TOP,Urgot,52.03,123
Dr. Mundo,TOP,Aurora,51.22,41
Dr. Mundo,TOP,Yorick,50.91,55
Dr. Mundo,TOP,Jax,50.88,226
Draven,ADC,Veigar,67.35,49
Draven,ADC,Yasuo,62.5,64
Draven,ADC,Kog'Maw,61.54,65
Draven,ADC,Tristana,56.82,132
Draven,ADC,Swain,56.57,99
Draven,ADC,Seraphine,55.71,70
Draven,ADC,Ziggs,53.4,103
Draven,ADC,Aphelios,53.22,451
Draven,ADC,Xayah,53.09,81
Draven,ADC,Jinx,51.69,354
Draven,ADC,Ashe,50.6,166
Draven,ADC,Yunara,50.17,299
Draven,ADC,Jhin,50.16,315
Ekko,JUNGLE,Bel'Veth,60.5,119
Ekko,JUNGLE,Ivern,56.58,152
Ekko,JUNGLE,Zyra,55.65,124
Ekko,JUNGLE,Kha'Zix,55.56,810
Ekko,JUNGLE,Graves,54.55,264
Ekko,JUNGLE,Fiddlesticks,54.49,156
Ekko,JUNGLE,Rek'Sai,54.46,325
Ekko,JUNGLE,Zac,54.39,228
Ekko,JUNGLE,Rengar,54.05,383
Ekko,JUNGLE,Shaco,52.94,238
Ekko,JUNGLE,Lillia,52.85,123
Ekko,JUNGLE,Lee Sin,52.78,61
Ekko,JUNGLE,Master Yi,52.08,265
Ekko,JUNGLE,Talon,51.48,439
Ekko,JUNGLE,Kindred,50.97,155
Ekko,JUNGLE,Qiyana,50.25,400
Ekko,JUNGLE,Nunu & Willump,50.2,251
Ekko,JUNGLE,Hecarim,50.15,337
Ekko,MID,Veigar,60.81,74
Ekko,MID,Jayce,57.89,38
Ekko,MID,Zed,57.81,237
Ekko,MID,Anivia,56.2,121
Ekko,MID,Kassadin,54.46,202
Ekko,MID,Vex,54.43,79
Ekko,MID,Aurelion Sol,54.29,70
Ekko,MID,Ryze,53.58,377
Ekko,MID,Yone,53.21,109
Ekko,MID,Katarina,53.18,220
Ekko,MID,Yasuo,52.26,243
Ekko,MID,LeBlanc,51.85,135
Ekko,MID,Aurora,51.55,97
Ekko,MID,Hwei,51.52,66
Ekko,MID,Corki,51.43,35
Ekko,MID,Malzahar,51.43,105
Ekko,MID,Vel'Koz,51.43,35
